invoiceNumber,po_id,amount,issue_date,due_date,paid_date,status,late_payment_flag,supplierReference,glAccount,costCenter,invoiceText,postingDate
INV-59ad81c6,PO-bcf6cb0e5f,271.49,2024-03-24T11:26:19,2024-04-23T11:26:19,2024-04-22T11:26:19,paid,False,6402951234208,GL-1056,CC-MKT-DY_V15_2024_001,Invoice for PO PO-bcf6cb0e5f,2024-04-03 11:26:19
INV-92d536f0,PO-bcf6cb0e5f,282.74,2024-03-26T11:26:19,2024-04-25T11:26:19,2024-04-17T11:26:19,paid,False,6944213072512,GL-1127,CC-MKT-DY_V15_2024_001,Invoice for PO PO-bcf6cb0e5f,2024-04-03 11:26:19
INV-8d4d16a9,PO-bd01aae152,21987.13,2025-07-21T08:30:10,2025-10-19T08:30:10,2025-10-15T08:30:10,paid,False,8580859120583,GL-1036,CC-106,Invoice for PO PO-bd01aae152,2025-07-31 08:30:10
INV-a697ac1f,PO-bd4a6568d8,1690.35,2024-07-06T16:40:22,2024-08-05T16:40:22,2024-08-27T16:40:22,paid,True,5439240239225,GL-1115,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-bd4a6568d8,2024-07-10 16:40:22
INV-296f1d6e,PO-bd4a6568d8,1658.38,2024-07-08T16:40:22,2024-08-07T16:40:22,2024-07-31T16:40:22,paid,False,7730339806914,GL-1066,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-bd4a6568d8,2024-07-15 16:40:22
INV-b56008b4,PO-bd4a6568d8,1651.27,2024-07-04T16:40:22,2024-08-03T16:40:22,2024-07-21T16:40:22,paid,False,9365814258933,GL-1182,CC-MKT-NS_VIT_2024_001,Invoice for PO PO-bd4a6568d8,2024-07-13 16:40:22
INV-5add8cc8,PO-bd55e48298,1401.0,2024-11-08T12:27:28,2024-12-08T12:27:28,,overdue,False,6160501486094,GL-1129,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-bd55e48298,2024-11-09 12:27:28
INV-5a4201d4,PO-bd55e48298,1387.01,2024-11-05T12:27:28,2024-12-05T12:27:28,2024-12-23T12:27:28,paid,True,7748260798185,GL-1127,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-bd55e48298,2024-11-13 12:27:28
INV-b65a62a5,PO-bd55e48298,1487.21,2024-11-08T12:27:28,2024-12-08T12:27:28,2024-12-03T12:27:28,paid,False,2963129518390,GL-1200,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-bd55e48298,2024-11-09 12:27:28
INV-6525f734,PO-bdf39e444c,4765.55,2024-06-04T08:31:21,2024-07-04T08:31:21,,overdue,False,9012138880301,GL-1047,CC-164,Invoice for PO PO-bdf39e444c,2024-06-05 08:31:21
INV-33ba6c1a,PO-bdf39e444c,5242.19,2024-06-03T08:31:21,2024-07-03T08:31:21,2024-06-18T08:31:21,paid,False,4228576568069,GL-1095,CC-164,Invoice for PO PO-bdf39e444c,2024-06-06 08:31:21
INV-39416658,PO-be0f8fd9a3,38044.08,2025-12-20T08:34:32,2026-01-19T08:34:32,2026-02-03T08:34:32,paid,True,7405762483321,GL-1016,CC-178,Invoice for PO PO-be0f8fd9a3,2025-12-30 08:34:32
INV-614520f8,PO-be0f8fd9a3,39080.87,2025-12-23T08:34:32,2026-01-22T08:34:32,2026-01-21T08:34:32,paid,False,2058071108734,GL-1025,CC-178,Invoice for PO PO-be0f8fd9a3,2025-12-25 08:34:32
INV-543ebe4a,PO-bf35be852d,2406.67,2025-01-12T13:03:28,2025-04-12T13:03:28,2025-04-07T13:03:28,paid,False,3270574312473,GL-1136,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-bf35be852d,2025-01-18 13:03:28
INV-a171222e,PO-bf35be852d,2263.33,2025-01-14T13:03:28,2025-04-14T13:03:28,2025-04-01T13:03:28,paid,False,2775742371241,GL-1133,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-bf35be852d,2025-01-18 13:03:28
INV-dba405b3,PO-bf5526f09a,250000.0,2024-06-10T08:12:14,2024-09-08T08:12:14,2024-08-24T08:12:14,paid,False,2444256719596,GL-1186,CC-125,Invoice for PO PO-bf5526f09a,2024-06-12 08:12:14
INV-788c2bf4,PO-bf62941b6e,920.26,2024-04-26T02:44:53,2024-07-25T02:44:53,2024-08-15T02:44:53,paid,True,7305041143086,GL-1085,CC-MKT-NS_GG_2024_001,Invoice for PO PO-bf62941b6e,2024-05-03 02:44:53
INV-32ed6403,PO-bf62941b6e,819.01,2024-04-27T02:44:53,2024-07-26T02:44:53,2024-07-19T02:44:53,paid,False,2061531713003,GL-1150,CC-MKT-NS_GG_2024_001,Invoice for PO PO-bf62941b6e,2024-05-04 02:44:53
INV-12641b9a,PO-c00dfbbd81,133625.77,2024-03-14T08:03:10,2024-06-12T08:03:10,2024-06-01T08:03:10,paid,False,9246158192643,GL-1143,CC-146,Invoice for PO PO-c00dfbbd81,2024-03-18 08:03:10
INV-cfe65c2e,PO-c00dfbbd81,116374.23,2024-03-16T08:03:10,2024-06-14T08:03:10,2024-06-13T08:03:10,paid,False,4130820223580,GL-1027,CC-146,Invoice for PO PO-c00dfbbd81,2024-03-23 08:03:10
INV-2be5aaee,PO-c0460c8acf,92581.12,2023-04-23T08:07:17,2023-05-23T08:07:17,2023-06-11T08:07:17,paid,True,8857259460398,GL-1050,CC-109,Invoice for PO PO-c0460c8acf,2023-04-29 08:07:17
INV-5e6b3fde,PO-c0460c8acf,82934.49,2023-04-21T08:07:17,2023-05-21T08:07:17,2023-05-20T08:07:17,paid,False,7202908901042,GL-1050,CC-109,Invoice for PO PO-c0460c8acf,2023-04-23 08:07:17
INV-855cd647,PO-c0d72e5368,134064.97,2025-12-24T08:31:20,2026-02-22T08:31:20,2026-02-16T08:31:20,paid,False,6814869634764,GL-1123,CC-140,Invoice for PO PO-c0d72e5368,2025-12-25 08:31:20
INV-9329dd97,PO-c0d72e5368,115935.03,2025-12-21T08:31:20,2026-02-19T08:31:20,2026-02-05T08:31:20,paid,False,4927362472640,GL-1182,CC-140,Invoice for PO PO-c0d72e5368,2025-12-23 08:31:20
INV-62cbbd0b,PO-c1cba42380,5800.44,2024-02-04T09:51:45,2024-04-04T09:51:45,2024-04-02T09:51:45,paid,False,9052094799965,GL-1078,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-c1cba42380,2024-02-10 09:51:45
INV-fe1230d1,PO-c2a1f6fc54,6643.98,2023-12-28T08:27:51,2024-02-26T08:27:51,2024-02-14T08:27:51,paid,False,6213214948899,GL-1108,CC-133,Invoice for PO PO-c2a1f6fc54,2024-01-05 08:27:51
INV-29b8a33e,PO-c2a1f6fc54,6607.3,2023-12-31T08:27:51,2024-02-29T08:27:51,2024-02-16T08:27:51,paid,False,3352081812568,GL-1166,CC-133,Invoice for PO PO-c2a1f6fc54,2024-01-08 08:27:51
INV-28047a50,PO-c2a1f6fc54,6348.67,2023-12-30T08:27:51,2024-02-28T08:27:51,2024-02-13T08:27:51,paid,False,4538607702851,GL-1048,CC-133,Invoice for PO PO-c2a1f6fc54,2024-01-02 08:27:51
INV-20841d75,PO-c2d99fa150,6205.99,2024-08-06T08:13:54,2024-10-05T08:13:54,2024-10-22T08:13:54,paid,True,6343963856241,GL-1191,CC-134,Invoice for PO PO-c2d99fa150,2024-08-15 08:13:54
INV-39d97287,PO-c2d99fa150,6950.43,2024-08-10T08:13:54,2024-10-09T08:13:54,2024-09-25T08:13:54,paid,False,2040081134575,GL-1186,CC-134,Invoice for PO PO-c2d99fa150,2024-08-19 08:13:54
INV-205276d4,PO-c474aba366,1707.93,2024-06-03T23:38:14,2024-08-02T23:38:14,2024-07-31T23:38:14,paid,False,5171561089546,GL-1005,CC-MKT-ADIDAS_LRC_001,Invoice for PO PO-c474aba366,2024-06-12 23:38:14
INV-4790b642,PO-c4db1aa0e3,1470.67,2024-07-17T20:22:09,2024-08-16T20:22:09,2024-08-06T20:22:09,paid,False,7446158601660,GL-1082,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-c4db1aa0e3,2024-07-24 20:22:09
INV-f9052d3b,PO-c4db1aa0e3,1529.33,2024-07-14T20:22:09,2024-08-13T20:22:09,2024-08-04T20:22:09,paid,False,4274868294383,GL-1112,CC-MKT-EL_SUM_2024_001,Invoice for PO PO-c4db1aa0e3,2024-07-17 20:22:09
INV-a4764877,PO-c4ec5a9697,110222.75,2024-06-30T08:09:04,2024-09-28T08:09:04,2024-09-14T08:09:04,paid,False,9479783733893,GL-1142,CC-154,Invoice for PO PO-c4ec5a9697,2024-07-07 08:09:04
INV-85f23b7a,PO-c4ec5a9697,121278.83,2024-07-01T08:09:04,2024-09-29T08:09:04,2024-09-22T08:09:04,paid,False,7037831713994,GL-1010,CC-154,Invoice for PO PO-c4ec5a9697,2024-07-02 08:09:04
INV-1117ecc3,PO-c4fa10e771,542.67,2024-12-07T08:19:29,2025-03-07T08:19:29,2025-03-04T08:19:29,paid,False,2636101735541,GL-1174,CC-175,Invoice for PO PO-c4fa10e771,2024-12-13 08:19:29
INV-b4757d1a,PO-c4fa10e771,582.67,2024-12-07T08:19:29,2025-03-07T08:19:29,2025-02-20T08:19:29,paid,False,1437185005480,GL-1107,CC-175,Invoice for PO PO-c4fa10e771,2024-12-15 08:19:29
INV-cc38e3ce,PO-c4fa10e771,512.48,2024-12-10T08:19:29,2025-03-10T08:19:29,2025-02-24T08:19:29,paid,False,7215646084649,GL-1085,CC-175,Invoice for PO PO-c4fa10e771,2024-12-14 08:19:29
INV-0dd169e7,PO-c53a069791,2306.88,2024-06-11T18:14:51,2024-09-09T18:14:51,2024-08-31T18:14:51,paid,False,5333477406071,GL-1118,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-c53a069791,2024-06-16 18:14:51
INV-d919dbdf,PO-c54fbc26ae,7845.36,2024-05-16T03:04:17,2024-08-14T03:04:17,2024-08-10T03:04:17,paid,False,9705844172708,GL-1023,CC-MKT-EL_MD_2024_001,Invoice for PO PO-c54fbc26ae,2024-05-22 03:04:17
INV-d2d249b8,PO-c5e63ad200,3818.91,2024-12-18T00:03:30,2025-02-16T00:03:30,2025-02-10T00:03:30,paid,False,3018609198537,GL-1136,CC-MKT-EM_WSF_2024_001,Invoice for PO PO-c5e63ad200,2024-12-28 00:03:30
INV-1215bebc,PO-c5f5acba47,8710.93,2024-11-30T08:23:27,2025-01-29T08:23:27,2025-01-31T08:23:27,paid,True,5620738898943,GL-1129,CC-177,Invoice for PO PO-c5f5acba47,2024-12-09 08:23:27
INV-ed97dcb9,PO-c5f5acba47,8115.14,2024-11-29T08:23:27,2025-01-28T08:23:27,2025-01-20T08:23:27,paid,False,9373006541534,GL-1025,CC-177,Invoice for PO PO-c5f5acba47,2024-11-30 08:23:27
INV-65413223,PO-c67e86807d,5600.91,2024-05-04T10:46:48,2024-07-03T10:46:48,2024-06-23T10:46:48,paid,False,4770263767540,GL-1074,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-c67e86807d,2024-05-10 10:46:48
INV-1d7d0fc4,PO-c67e86807d,5839.85,2024-05-04T10:46:48,2024-07-03T10:46:48,2024-07-14T10:46:48,paid,True,0600646805252,GL-1070,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-c67e86807d,2024-05-11 10:46:48
INV-21cbdf5d,PO-c67e86807d,6559.23,2024-05-02T10:46:48,2024-07-01T10:46:48,2024-06-21T10:46:48,paid,False,7222741749755,GL-1000,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-c67e86807d,2024-05-06 10:46:48
INV-f5f67963,PO-c69d36bd7f,2825.22,2024-05-11T23:41:33,2024-07-10T23:41:33,2024-06-27T23:41:33,paid,False,0996813239457,GL-1176,CC-MKT-EL_MD_2024_001,Invoice for PO PO-c69d36bd7f,2024-05-18 23:41:33
INV-afed2fb5,PO-c69d36bd7f,3007.41,2024-05-11T23:41:33,2024-07-10T23:41:33,2024-06-29T23:41:33,paid,False,6673330643953,GL-1195,CC-MKT-EL_MD_2024_001,Invoice for PO PO-c69d36bd7f,2024-05-18 23:41:33
INV-8cc4a3d2,PO-c69d36bd7f,3005.44,2024-05-08T23:41:33,2024-07-07T23:41:33,2024-07-08T23:41:33,paid,True,9526687884104,GL-1146,CC-MKT-EL_MD_2024_001,Invoice for PO PO-c69d36bd7f,2024-05-13 23:41:33
INV-c9f91126,PO-c81131595e,509.5,2024-05-10T00:18:33,2024-07-09T00:18:33,2024-06-28T00:18:33,paid,False,4881947633027,GL-1160,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c81131595e,2024-05-20 00:18:33
INV-85fa9fd0,PO-c81131595e,491.83,2024-05-12T00:18:33,2024-07-11T00:18:33,2024-06-26T00:18:33,paid,False,6273337441233,GL-1134,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c81131595e,2024-05-15 00:18:33
INV-2d550182,PO-c81131595e,543.26,2024-05-08T00:18:33,2024-07-07T00:18:33,2024-07-04T00:18:33,paid,False,4041336746480,GL-1090,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-c81131595e,2024-05-11 00:18:33
INV-e685d961,PO-c944a7221f,639.81,2025-01-01T12:35:48,2025-01-31T12:35:48,2025-01-16T12:35:48,paid,False,5589393595607,GL-1198,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-c944a7221f,2025-01-06 12:35:48
INV-9c1076df,PO-c944a7221f,609.21,2024-12-31T12:35:48,2025-01-30T12:35:48,2025-01-25T12:35:48,paid,False,2325843658095,GL-1175,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-c944a7221f,2025-01-01 12:35:48
INV-154f80b6,PO-c95ca83f47,1772.16,2024-09-15T21:13:38,2024-12-14T21:13:38,2024-12-01T21:13:38,paid,False,5797294629301,GL-1183,CC-MKT-NS_NESQ_2024_001,Invoice for PO PO-c95ca83f47,2024-09-17 21:13:38
INV-dcf31e18,PO-ca1c76f53d,38363.03,2023-12-30T08:21:15,2024-03-29T08:21:15,2024-03-23T08:21:15,paid,False,6387238435083,GL-1194,CC-135,Invoice for PO PO-ca1c76f53d,2024-01-05 08:21:15
INV-7798e85e,PO-ca1c76f53d,37853.21,2023-12-31T08:21:15,2024-03-30T08:21:15,2024-03-23T08:21:15,paid,False,3082066635225,GL-1015,CC-135,Invoice for PO PO-ca1c76f53d,2024-01-02 08:21:15
INV-7328c2bc,PO-ca1c76f53d,45111.26,2024-01-02T08:21:15,2024-04-01T08:21:15,2024-04-19T08:21:15,paid,True,2226946089246,GL-1138,CC-135,Invoice for PO PO-ca1c76f53d,2024-01-07 08:21:15
INV-247b4444,PO-ca7fc65921,11207.64,2023-11-12T08:17:01,2024-01-11T08:17:01,2024-01-12T08:17:01,paid,True,6149688529442,GL-1009,CC-173,Invoice for PO PO-ca7fc65921,2023-11-17 08:17:01
INV-9ac32d0c,PO-ca7fc65921,12032.69,2023-11-11T08:17:01,2024-01-10T08:17:01,2024-02-01T08:17:01,paid,True,1664772256707,GL-1136,CC-173,Invoice for PO PO-ca7fc65921,2023-11-17 08:17:01
INV-6abb120e,PO-ca8b1e474e,250000.0,2024-12-04T08:18:29,2025-01-03T08:18:29,2024-12-19T08:18:29,paid,False,4432312727805,GL-1021,CC-119,Invoice for PO PO-ca8b1e474e,2024-12-10 08:18:29
INV-79d1eedf,PO-caff7d8305,12000.0,2024-02-07T20:44:10,2024-05-07T20:44:10,2024-04-27T20:44:10,paid,False,8464820600468,GL-1009,CC-MKT-NS_FIT_2024_001,Invoice for PO PO-caff7d8305,2024-02-09 20:44:10
INV-0632779b,PO-cb1ae34aaa,1782.83,2024-04-08T07:01:48,2024-06-07T07:01:48,,overdue,False,0064272794142,GL-1028,CC-MKT-EM_NGHYB_2024_001,Invoice for PO PO-cb1ae34aaa,2024-04-11 07:01:48
INV-5c620a28,PO-cb85023bc5,634.31,2024-12-29T11:17:14,2025-02-27T11:17:14,2025-03-24T11:17:14,paid,True,5008906043546,GL-1093,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-cb85023bc5,2024-12-31 11:17:14
INV-f880c7ca,PO-cb85023bc5,539.47,2024-12-29T11:17:14,2025-02-27T11:17:14,2025-02-12T11:17:14,paid,False,1917883148578,GL-1109,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-cb85023bc5,2025-01-03 11:17:14
INV-efe2787d,PO-cb85023bc5,616.63,2024-12-29T11:17:14,2025-02-27T11:17:14,2025-02-19T11:17:14,paid,False,7779124587645,GL-1096,CC-MKT-EL_VOGUE_2024_001,Invoice for PO PO-cb85023bc5,2025-01-07 11:17:14
INV-328a58ef,PO-cbf9a59f3d,6.65,2025-01-23T05:45:08,2025-04-23T05:45:08,2025-04-10T05:45:08,paid,False,9306890234862,GL-1200,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-cbf9a59f3d,2025-01-28 05:45:08
INV-e0898681,PO-cbf9a59f3d,6.57,2025-01-24T05:45:08,2025-04-24T05:45:08,2025-04-15T05:45:08,paid,False,1605417591654,GL-1125,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-cbf9a59f3d,2025-01-27 05:45:08
INV-c2bd84b9,PO-cbf9a59f3d,7.64,2025-01-21T05:45:08,2025-04-21T05:45:08,2025-04-20T05:45:08,paid,False,5261616166114,GL-1043,CC-MKT-DY_WIN_2024_001,Invoice for PO PO-cbf9a59f3d,2025-01-23 05:45:08
INV-378a56c8,PO-cc3240f94f,1440.82,2025-11-04T08:13:26,2026-01-03T08:13:26,2025-12-25T08:13:26,paid,False,1043665649695,GL-1078,CC-105,Invoice for PO PO-cc3240f94f,2025-11-14 08:13:26
INV-030ed256,PO-cc3240f94f,1448.58,2025-11-04T08:13:26,2026-01-03T08:13:26,2025-12-27T08:13:26,paid,False,7799914756976,GL-1018,CC-105,Invoice for PO PO-cc3240f94f,2025-11-08 08:13:26
INV-8fe1d5ba,PO-cc3240f94f,1239.27,2025-11-02T08:13:26,2026-01-01T08:13:26,2026-01-07T08:13:26,paid,True,9694617106807,GL-1146,CC-105,Invoice for PO PO-cc3240f94f,2025-11-03 08:13:26
INV-b64f0a70,PO-cc643c3392,1800.0,2024-05-15T00:01:10,2024-08-13T00:01:10,2024-08-06T00:01:10,paid,False,9408155738686,GL-1122,CC-MKT-DYSON_MD_2024_001,Invoice for PO PO-cc643c3392,2024-05-23 00:01:10
INV-2af0eba7,PO-ccdeb69541,589.62,2024-11-17T20:50:33,2025-02-15T20:50:33,2025-02-02T20:50:33,paid,False,3378930013429,GL-1049,CC-MKT-EL_HOL_2024_001,Invoice for PO PO-ccdeb69541,2024-11-22 20:50:33
INV-9c32a5f2,PO-ce81eae872,58858.49,2025-12-06T08:24:14,2026-01-05T08:24:14,2026-01-21T08:24:14,paid,True,8171234861735,GL-1145,CC-165,Invoice for PO PO-ce81eae872,2025-12-09 08:24:14
INV-e02f2c62,PO-cea3735be0,6300.27,2024-06-23T17:58:35,2024-07-23T17:58:35,2024-08-05T17:58:35,paid,True,0302865812478,GL-1042,CC-MKT-ADIDAS_SS_ROAS_001,Invoice for PO PO-cea3735be0,2024-06-30 17:58:35
INV-e1654c3f,PO-ceaa65efde,1877.23,2024-06-11T08:26:07,2024-08-10T08:26:07,2024-08-04T08:26:07,paid,False,9820786277080,GL-1011,CC-MKT-ADIDAS_INF_001,Invoice for PO PO-ceaa65efde,2024-06-21 08:26:07
INV-395015cf,PO-ceab367ca6,5880.72,2024-11-29T09:28:44,2025-01-28T09:28:44,2025-01-21T09:28:44,paid,False,8530809824566,GL-1089,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-ceab367ca6,2024-12-01 09:28:44
INV-8ef7503f,PO-ceab367ca6,6030.3,2024-11-25T09:28:44,2025-01-24T09:28:44,2025-01-14T09:28:44,paid,False,4570341535982,GL-1141,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-ceab367ca6,2024-11-26 09:28:44
INV-d4f7ded1,PO-ceab367ca6,7091.77,2024-11-26T09:28:44,2025-01-25T09:28:44,2025-01-12T09:28:44,paid,False,6021941451465,GL-1072,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-ceab367ca6,2024-12-04 09:28:44
INV-66af82c1,PO-cec0e771c2,2991.35,2024-10-26T21:55:51,2024-12-25T21:55:51,2024-12-15T21:55:51,paid,False,6012374388886,GL-1139,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-cec0e771c2,2024-10-31 21:55:51
INV-640ffd62,PO-cecc4f769f,8907.12,2024-06-01T08:15:18,2024-07-31T08:15:18,2024-07-24T08:15:18,paid,False,6759234510192,GL-1092,CC-116,Invoice for PO PO-cecc4f769f,2024-06-06 08:15:18
INV-a9c7e44c,PO-cecc4f769f,9871.51,2024-06-04T08:15:18,2024-08-03T08:15:18,2024-07-28T08:15:18,paid,False,0964204844269,GL-1061,CC-116,Invoice for PO PO-cecc4f769f,2024-06-07 08:15:18
INV-4c5a0c32,PO-cf0fe47d05,6795.98,2025-11-02T08:34:22,2025-12-02T08:34:22,2025-11-28T08:34:22,paid,False,7475229868435,GL-1182,CC-110,Invoice for PO PO-cf0fe47d05,2025-11-12 08:34:22
INV-9a9b126b,PO-cf0fe47d05,6230.19,2025-11-02T08:34:22,2025-12-02T08:34:22,2025-11-29T08:34:22,paid,False,4234847780573,GL-1136,CC-110,Invoice for PO PO-cf0fe47d05,2025-11-03 08:34:22
INV-8a1e2541,PO-cf41e87c17,4000.0,2024-12-17T00:52:02,2025-02-15T00:52:02,2025-02-05T00:52:02,paid,False,0789257820233,GL-1062,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-cf41e87c17,2024-12-19 00:52:02
INV-a04cd799,PO-cf5d02ae9e,28615.05,2024-12-06T14:09:30,2025-02-04T14:09:30,2025-02-03T14:09:30,paid,False,6828636619878,GL-1160,CC-MKT-ADIDAS_BF_001,Invoice for PO PO-cf5d02ae9e,2024-12-12 14:09:30
INV-2996f3f5,PO-cfce14a6fb,2113.58,2023-12-16T08:25:31,2024-01-15T08:25:31,2024-01-22T08:25:31,paid,True,0058977772307,GL-1086,CC-133,Invoice for PO PO-cfce14a6fb,2023-12-25 08:25:31
INV-54f44e74,PO-cfce14a6fb,2024.64,2023-12-16T08:25:31,2024-01-15T08:25:31,2024-01-13T08:25:31,paid,False,9580158991746,GL-1194,CC-133,Invoice for PO PO-cfce14a6fb,2023-12-25 08:25:31
INV-3aaaf1cb,PO-cfce14a6fb,1770.71,2023-12-14T08:25:31,2024-01-13T08:25:31,2023-12-31T08:25:31,paid,False,5176938665132,GL-1009,CC-133,Invoice for PO PO-cfce14a6fb,2023-12-21 08:25:31
INV-78e50c9c,PO-d0b891444f,31769.4,2023-08-25T08:16:23,2023-09-24T08:16:23,2023-09-19T08:16:23,paid,False,5700289058895,GL-1055,CC-161,Invoice for PO PO-d0b891444f,2023-09-02 08:16:23
INV-7a622e13,PO-d0b891444f,35179.47,2023-08-25T08:16:23,2023-09-24T08:16:23,2023-09-10T08:16:23,paid,False,0654798633942,GL-1116,CC-161,Invoice for PO PO-d0b891444f,2023-08-31 08:16:23
INV-382e8eb6,PO-d0d40a1d4e,33534.85,2024-10-18T08:28:47,2024-11-17T08:28:47,2024-11-16T08:28:47,paid,False,6644340803101,GL-1157,CC-105,Invoice for PO PO-d0d40a1d4e,2024-10-28 08:28:47
INV-f597a1ce,PO-d0d40a1d4e,31583.35,2024-10-21T08:28:47,2024-11-20T08:28:47,2024-11-13T08:28:47,paid,False,8104365668133,GL-1051,CC-105,Invoice for PO PO-d0d40a1d4e,2024-10-23 08:28:47
INV-d39d66e9,PO-d0d40a1d4e,36670.47,2024-10-19T08:28:47,2024-11-18T08:28:47,2024-11-16T08:28:47,paid,False,5999786584826,GL-1198,CC-105,Invoice for PO PO-d0d40a1d4e,2024-10-26 08:28:47
INV-16085c39,PO-d0e1c4cfc0,29688.71,2024-01-16T08:19:31,2024-04-15T08:19:31,2024-05-08T08:19:31,paid,True,8220355246522,GL-1079,CC-132,Invoice for PO PO-d0e1c4cfc0,2024-01-21 08:19:31
INV-09d82e12,PO-d0e1c4cfc0,24865.29,2024-01-15T08:19:31,2024-04-14T08:19:31,2024-04-10T08:19:31,paid,False,6253436692781,GL-1083,CC-132,Invoice for PO PO-d0e1c4cfc0,2024-01-18 08:19:31
INV-732fbb70,PO-d0e835455b,1697.75,2024-12-06T18:51:10,2025-02-04T18:51:10,2025-01-21T18:51:10,paid,False,0249250454809,GL-1140,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-d0e835455b,2024-12-09 18:51:10
INV-48d44028,PO-d0e835455b,1550.5,2024-12-06T18:51:10,2025-02-04T18:51:10,2025-01-28T18:51:10,paid,False,0409101462951,GL-1199,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-d0e835455b,2024-12-08 18:51:10
INV-a2f0523b,PO-d0e835455b,1484.49,2024-12-08T18:51:10,2025-02-06T18:51:10,2025-01-29T18:51:10,paid,False,8857712473187,GL-1041,CC-MKT-NS_NESC_2024_001,Invoice for PO PO-d0e835455b,2024-12-14 18:51:10
INV-b3cf974d,PO-d188088b4e,35802.87,2025-02-01T08:16:56,2025-05-02T08:16:56,,overdue,False,5813894107695,GL-1161,CC-154,Invoice for PO PO-d188088b4e,2025-02-10 08:16:56
INV-df5b8fc2,PO-d188088b4e,30337.62,2025-02-02T08:16:56,2025-05-03T08:16:56,2025-04-27T08:16:56,paid,False,8152023686241,GL-1003,CC-154,Invoice for PO PO-d188088b4e,2025-02-08 08:16:56
INV-51d0e631,PO-d188088b4e,34187.04,2025-01-31T08:16:56,2025-05-01T08:16:56,2025-04-22T08:16:56,paid,False,1125819010794,GL-1184,CC-154,Invoice for PO PO-d188088b4e,2025-02-03 08:16:56
INV-41c62b69,PO-d256eb74e4,2799.99,2024-10-19T03:22:23,2024-12-18T03:22:23,2024-12-05T03:22:23,paid,False,4289337999553,GL-1032,CC-MKT-NS_MAG_2024_001,Invoice for PO PO-d256eb74e4,2024-10-29 03:22:23
INV-f2adcbee,PO-d2988dff75,11903.62,2023-07-15T08:21:48,2023-10-13T08:21:48,2023-10-10T08:21:48,paid,False,5101287598657,GL-1086,CC-145,Invoice for PO PO-d2988dff75,2023-07-25 08:21:48
INV-5ef70dab,PO-d2988dff75,12062.53,2023-07-18T08:21:48,2023-10-16T08:21:48,2023-10-29T08:21:48,paid,True,0972974392149,GL-1105,CC-145,Invoice for PO PO-d2988dff75,2023-07-19 08:21:48
INV-23fb491d,PO-d3187ad477,10002.15,2024-06-12T08:19:12,2024-09-10T08:19:12,2024-09-02T08:19:12,paid,False,8059964454291,GL-1185,CC-135,Invoice for PO PO-d3187ad477,2024-06-17 08:19:12
INV-f53b4e85,PO-d3187ad477,10319.1,2024-06-09T08:19:12,2024-09-07T08:19:12,2024-09-04T08:19:12,paid,False,8526181188440,GL-1083,CC-135,Invoice for PO PO-d3187ad477,2024-06-18 08:19:12
INV-72adcb92,PO-d324528d6c,629.89,2024-03-22T05:37:24,2024-05-21T05:37:24,2024-05-08T05:37:24,paid,False,2415691720430,GL-1092,CC-MKT-EM_SW_2024_001,Invoice for PO PO-d324528d6c,2024-03-24 05:37:24
INV-6d8aeeb7,PO-d324528d6c,627.26,2024-03-22T05:37:24,2024-05-21T05:37:24,2024-05-17T05:37:24,paid,False,4666169910404,GL-1064,CC-MKT-EM_SW_2024_001,Invoice for PO PO-d324528d6c,2024-03-26 05:37:24
INV-aab89772,PO-d324528d6c,532.24,2024-03-24T05:37:24,2024-05-23T05:37:24,2024-05-11T05:37:24,paid,False,9522073294229,GL-1137,CC-MKT-EM_SW_2024_001,Invoice for PO PO-d324528d6c,2024-03-28 05:37:24
