riskId,supplierVendorCode,riskType,riskScore,riskDescription,mitigationPlan,riskStatus
RISK-7f386e6e,SUP-35e87469,Country Risk,15.0,Country Risk for supplier SUP-35e87469 is 15.,Conduct a thorough review of local laws and regulations to ensure compliance and mitigate legal exposure.,Active
RISK-9561dc78,SUP-35e87469,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-35e87469 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-6d2d8037,SUP-35e87469,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-35e87469 is 25.,Conduct quarterly credit assessments to ensure the supplier maintains strong financial health.,Active
RISK-74d43b06,SUP-35e87469,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-35e87469 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-20232007,SUP-31476954,Country Risk,15.0,Country Risk for supplier SUP-31476954 is 15.,"Conduct thorough due diligence on suppliers based in high-risk countries (score: 15) to assess their compliance with international standards, supply chain resilience, and ethical business practices.",Active
RISK-24f01a71,SUP-31476954,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-31476954 is 0.,Diversify the supplier base to reduce dependency on any single source.,Active
RISK-345f2249,SUP-31476954,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-31476954 is 25.,Conduct regular credit assessments and diversify procurement sources to reduce exposure from financially unstable suppliers.,Active
RISK-8410140e,SUP-31476954,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-31476954 is 0.,Diversify supplier base to reduce concentration risk.,Active
RISK-688643e5,SUP-5f7d6a9d,Country Risk,15.0,Country Risk for supplier SUP-5f7d6a9d is 15.,"Conduct thorough country risk assessments to identify and mitigate potential risks associated with operating in countries scoring above 15 on the risk scale, including diversifying supply chains and implementing robust compliance measures.",Active
RISK-a56e00af,SUP-5f7d6a9d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-5f7d6a9d is 0.,Diversify the supplier base to reduce reliance on any single source.,Active
RISK-f8a01263,SUP-5f7d6a9d,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-5f7d6a9d is 0.,"Conduct quarterly financial health assessments to monitor the supplier's liquidity, solvency, and debt levels.",Active
RISK-5f46370a,SUP-5f7d6a9d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-5f7d6a9d is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-07eca15e,SUP-fbce0f74,Country Risk,0.0,Country Risk for supplier SUP-fbce0f74 is 0.,Enhance monitoring and reporting mechanisms to ensure timely identification and response to any changes in the country's regulatory environment.,Active
RISK-5a791745,SUP-fbce0f74,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fbce0f74 is 0.,Diversify the supplier base to reduce reliance on a single source.,Active
RISK-bd1d0c15,SUP-fbce0f74,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-fbce0f74 is 10.,Diversify supply chain by identifying alternative suppliers to reduce reliance on the financially distressed vendor scoring 10.,Active
RISK-2451ba88,SUP-fbce0f74,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fbce0f74 is 0.,Review and diversify supplier contracts to reduce concentration risks.,Active
RISK-adf241b7,SUP-039582de,Country Risk,15.0,Country Risk for supplier SUP-039582de is 15.,Conduct regular security audits and implement enhanced monitoring protocols to mitigate potential country risks.,Active
RISK-cc1e419e,SUP-039582de,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-039582de is 0.,Diversify supply chain by engaging multiple suppliers to reduce reliance on any single source.,Active
RISK-74502d71,SUP-039582de,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-039582de is 10.,Conduct regular credit checks and diversify suppliers to reduce financial health risks.,Active
RISK-eec67b05,SUP-039582de,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-039582de is 0.,Diversify suppliers across multiple vendors to reduce reliance on a single source.,Active
RISK-719e26ea,SUP-6e6f09f3,Country Risk,15.0,Country Risk for supplier SUP-6e6f09f3 is 15.,Conduct thorough due diligence on the local business environment and regulatory compliance in [specific country] to mitigate supply chain risks associated with a country_risk score of 15.,Active
RISK-348ce1d5,SUP-6e6f09f3,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-6e6f09f3 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-b21c6f70,SUP-6e6f09f3,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-6e6f09f3 is 0.,Conduct regular financial health assessments on suppliers to ensure their stability and reduce the likelihood of financial risks.,Active
RISK-7d4b56a1,SUP-6e6f09f3,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-6e6f09f3 is 0.,Implement diversified purchasing strategy across multiple suppliers to reduce concentration risk.,Active
RISK-3e781019,SUP-c6f5098c,Country Risk,15.0,Country Risk for supplier SUP-c6f5098c is 15.,Diversify supply base across regions to reduce reliance on countries with high risk scores.,Active
RISK-036e2d33,SUP-c6f5098c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-c6f5098c is 0.,"Diversify suppliers to reduce reliance on any single source, thereby minimizing the impact of potential disruptions.",Active
RISK-a97657f0,SUP-c6f5098c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-c6f5098c is 0.,Conduct quarterly financial health assessments to monitor cash flow trends and solvency ratios.,Active
RISK-0ecdf6a6,SUP-c6f5098c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-c6f5098c is 0.,Implement robust spend monitoring tools to detect concentration risks early and enforce vendor payment limits.,Active
RISK-c08c6bed,SUP-8efb530e,Country Risk,15.0,Country Risk for supplier SUP-8efb530e is 15.,Conduct regular geopolitical assessments to identify emerging threats in the country and implement contingency plans accordingly.,Active
RISK-7c239496,SUP-8efb530e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8efb530e is 0.,Diversify suppliers to reduce dependency on single sourcing and enhance supply chain resilience.,Active
RISK-05e37241,SUP-8efb530e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-8efb530e is 0.,Conduct regular financial health assessments of suppliers to identify potential risks early.,Active
RISK-6f60795f,SUP-8efb530e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8efb530e is 0.,Develop a contingency plan.,Active
RISK-3ad77c65,SUP-9f48c5b8,Country Risk,15.0,Country Risk for supplier SUP-9f48c5b8 is 15.,Increase diversification of suppliers to mitigate country risk associated with the high scoring region.,Active
RISK-7ccdf103,SUP-9f48c5b8,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9f48c5b8 is 0.,"Diversify suppliers to reduce reliance on single sources, thereby mitigating the impact of any potential risks.",Active
RISK-ba251009,SUP-9f48c5b8,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-9f48c5b8 is 10.,Conduct quarterly financial health assessments and diversify suppliers to mitigate high financial health risks.,Active
RISK-8b7af29c,SUP-9f48c5b8,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9f48c5b8 is 0.,Implement diversified procurement strategy across multiple suppliers to reduce concentration risk.,Active
RISK-d45bf811,SUP-8aab3357,Country Risk,0.0,Country Risk for supplier SUP-8aab3357 is 0.,Monitor geopolitical developments and implement contingency plans to ensure supply chain continuity in low-risk countries.,Active
RISK-7a1198dd,SUP-8aab3357,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-8aab3357 is 0.,Develop a contingency plan.,Active
RISK-5879cc41,SUP-8aab3357,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-8aab3357 is 25.,"Conduct quarterly financial health assessments to monitor key indicators such as liquidity ratios, debt levels, and profitability metrics.",Active
RISK-beb96860,SUP-8aab3357,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-8aab3357 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-78c7e437,SUP-66d1d545,Country Risk,0.0,Country Risk for supplier SUP-66d1d545 is 0.,Conduct regular geopolitical risk assessments and diversify supply chain across multiple countries to mitigate country risk.,Active
RISK-e0ef4d5d,SUP-66d1d545,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-66d1d545 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-52a7218f,SUP-66d1d545,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-66d1d545 is 0.,Conduct quarterly financial health reviews to ensure the supplier maintains a strong balance sheet and adequate cash flow.,Active
RISK-56513382,SUP-66d1d545,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-66d1d545 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-fdcdbccb,SUP-0ec0ecd5,Country Risk,15.0,Country Risk for supplier SUP-0ec0ecd5 is 15.,"Diversify supply base to reduce reliance on the high-risk country, ensuring alternative sourcing from safer regions.",Active
RISK-e8ff0de0,SUP-0ec0ecd5,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0ec0ecd5 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-c33e4f74,SUP-0ec0ecd5,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-0ec0ecd5 is 10.,Conduct quarterly financial health assessments and diversify suppliers to reduce exposure.,Active
RISK-40ccc521,SUP-0ec0ecd5,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0ec0ecd5 is 0.,Diversify suppliers to reduce concentration risks.,Active
RISK-b7b7a70b,SUP-9b39983c,Country Risk,15.0,Country Risk for supplier SUP-9b39983c is 15.,Conduct comprehensive due diligence on the country's regulatory environment and political stability to ensure business continuity.,Active
RISK-cf8463a5,SUP-9b39983c,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9b39983c is 0.,Diversify suppliers to reduce dependency on single sources and enhance resilience.,Active
RISK-18c396aa,SUP-9b39983c,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9b39983c is 0.,Conduct quarterly financial health reviews to identify early warning signs of potential risks from suppliers.,Active
RISK-24d69eec,SUP-9b39983c,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9b39983c is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-efaa9d01,SUP-96d92db1,Country Risk,15.0,Country Risk for supplier SUP-96d92db1 is 15.,Conduct regular audits and implement robust monitoring systems to address the country risk score of 15.,Active
RISK-347c0afe,SUP-96d92db1,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-96d92db1 is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-51360e73,SUP-96d92db1,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-96d92db1 is 0.,"Monitor the financial health of the supplier regularly using credit reports, financial statements, and industry benchmarks to ensure stability.",Active
RISK-a3806da5,SUP-96d92db1,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-96d92db1 is 0.,Diversify spend across multiple suppliers to reduce concentration risk.,Active
RISK-ee2603ad,SUP-fb619905,Country Risk,15.0,Country Risk for supplier SUP-fb619905 is 15.,Conduct comprehensive risk assessment and implement robust local compliance monitoring to mitigate country risk.,Active
RISK-151e1970,SUP-fb619905,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-fb619905 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-1f74b914,SUP-fb619905,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-fb619905 is 10.,Conduct quarterly financial health assessments and maintain diversified supplier base to mitigate the high financial health risk.,Active
RISK-21de214f,SUP-fb619905,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-fb619905 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-3acb643c,SUP-7811b14a,Country Risk,15.0,Country Risk for supplier SUP-7811b14a is 15.,Diversify supply base to reduce dependency on high-risk countries.,Active
RISK-435f401c,SUP-7811b14a,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-7811b14a is 0.,Develop a contingency plan.,Active
RISK-65874f06,SUP-7811b14a,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-7811b14a is 0.,Conduct quarterly financial health assessments and maintain diversified supply chain contracts.,Active
RISK-83430e18,SUP-7811b14a,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-7811b14a is 0.,Implement vendor financial health monitoring and quarterly credit assessments to enhance oversight of low-risk suppliers.,Active
RISK-a7e45348,SUP-2d860ac7,Country Risk,0.0,Country Risk for supplier SUP-2d860ac7 is 0.,Enhance local knowledge and implement robust compliance programs to mitigate risks associated with operating in countries scoring 0 on the country risk assessment.,Active
RISK-ec07d57c,SUP-2d860ac7,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2d860ac7 is 0.,Diversify suppliers to reduce reliance on any single provider.,Active
RISK-95bc56f2,SUP-2d860ac7,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2d860ac7 is 0.,Conduct regular financial health assessments and stress tests to ensure the supplier's solvency and liquidity.,Active
RISK-fec148a0,SUP-2d860ac7,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2d860ac7 is 0.,Diversify spending across multiple suppliers to reduce reliance on any single vendor.,Active
RISK-d6ee4074,SUP-381fff55,Country Risk,15.0,Country Risk for supplier SUP-381fff55 is 15.,Diversify supply chain across multiple countries to reduce reliance on the high-risk country.,Active
RISK-4a3a7ab4,SUP-381fff55,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-381fff55 is 0.,Diversify supply base to reduce dependency on single suppliers.,Active
RISK-994fea63,SUP-381fff55,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-381fff55 is 0.,Conduct regular financial health assessments and diversify supplier base to reduce reliance on any single provider.,Active
RISK-2caba9ab,SUP-381fff55,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-381fff55 is 0.,Review and implement stricter spend concentration limits across all suppliers to ensure minimal financial exposure.,Active
RISK-189b84fc,SUP-cbd30151,Country Risk,15.0,Country Risk for supplier SUP-cbd30151 is 15.,Conduct thorough due diligence on the local regulatory environment in China to ensure compliance and mitigate country-specific risks associated with the business activities.,Active
RISK-01853ef5,SUP-cbd30151,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cbd30151 is 0.,Develop a contingency plan.,Active
RISK-662d9f49,SUP-cbd30151,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cbd30151 is 0.,Enhance financial health assessments by conducting quarterly credit checks and implementing stricter payment terms.,Active
RISK-9dd3ecfc,SUP-cbd30151,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cbd30151 is 0.,Develop a contingency plan.,Active
RISK-fa10c204,SUP-cee140cc,Country Risk,15.0,Country Risk for supplier SUP-cee140cc is 15.,Conduct regular compliance audits to ensure adherence to local laws and regulations.,Active
RISK-f2a5f104,SUP-cee140cc,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-cee140cc is 0.,Diversify supplier base to reduce dependency on single suppliers.,Active
RISK-049ac588,SUP-cee140cc,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-cee140cc is 0.,Ensure regular financial health assessments and diversify suppliers to mitigate the impact of potential supplier financial risks.,Active
RISK-e69a3e2f,SUP-cee140cc,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-cee140cc is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-28e1363f,SUP-d8c47388,Country Risk,0.0,Country Risk for supplier SUP-d8c47388 is 0.,Enhance local regulatory monitoring and diversify supply base to mitigate country risk.,Active
RISK-7556f82f,SUP-d8c47388,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-d8c47388 is 0.,Develop a contingency plan.,Active
RISK-df807064,SUP-d8c47388,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-d8c47388 is 0.,Conduct quarterly financial health assessments and maintain diversified supplier base.,Active
RISK-5c1f9c29,SUP-d8c47388,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-d8c47388 is 0.,Implement robust vendor financial health checks to ensure suppliers maintain stable credit ratings and liquidity positions.,Active
RISK-b74f3404,SUP-ac863730,Country Risk,15.0,Country Risk for supplier SUP-ac863730 is 15.,Diversify suppliers across multiple countries to mitigate country-specific risks.,Active
RISK-4accddde,SUP-ac863730,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ac863730 is 0.,Develop a contingency plan.,Active
RISK-fec87a07,SUP-ac863730,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-ac863730 is 25.,Conduct quarterly financial health assessments and maintain diversified sourcing strategies to minimize exposure.,Active
RISK-49e69681,SUP-ac863730,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ac863730 is 0.,Implement real-time spend monitoring systems to promptly detect unusual spending patterns and enhance financial oversight.,Active
RISK-3479855a,SUP-3da45cd2,Country Risk,0.0,Country Risk for supplier SUP-3da45cd2 is 0.,Implement rigorous local compliance audits and establish a diversified supply chain to minimize exposure.,Active
RISK-04f5eda5,SUP-3da45cd2,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3da45cd2 is 0.,Diversify suppliers to reduce reliance on any single vendor.,Active
RISK-ef849bc6,SUP-3da45cd2,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-3da45cd2 is 0.,Monitor quarterly financial statements and cash flow projections to ensure supplier maintains stable liquidity.,Active
RISK-a42232aa,SUP-3da45cd2,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3da45cd2 is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-235959f3,SUP-476be984,Country Risk,0.0,Country Risk for supplier SUP-476be984 is 0.,Conduct thorough due diligence on suppliers located in high-risk countries to ensure compliance with international standards.,Active
RISK-bf0a0954,SUP-476be984,Single Sourcing Risk,55.0,Single Sourcing Risk for supplier SUP-476be984 is 55.0.,Diversify supply chain to reduce dependency on single sources.,Active
RISK-f8deecf6,SUP-476be984,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-476be984 is 25.,Conduct quarterly financial health assessments and diversify supplier base to mitigate high financial health risk.,Active
RISK-ced45bb3,SUP-476be984,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-476be984 is 0.,Implement regular spend concentration reviews to identify and mitigate potential risks.,Active
RISK-964138d5,SUP-04fa6b49,Country Risk,15.0,Country Risk for supplier SUP-04fa6b49 is 15.,Enhance local compliance monitoring and implement stricter due diligence procedures before entering contracts.,Active
RISK-c0b9674c,SUP-04fa6b49,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-04fa6b49 is 0.,Diversify supply chain to reduce dependency on a single source.,Active
RISK-f4a751a5,SUP-04fa6b49,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-04fa6b49 is 0.,Monitor the supplier's financial statements regularly to ensure strong cash flow and no signs of insolvency.,Active
RISK-94a19296,SUP-04fa6b49,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-04fa6b49 is 0.,Implement real-time spend monitoring to proactively identify and mitigate concentration risks across suppliers.,Active
RISK-1148d1ac,SUP-9d8ce07e,Country Risk,15.0,Country Risk for supplier SUP-9d8ce07e is 15.,Implement diversified supply chain across multiple countries to reduce dependency on high-risk regions.,Active
RISK-aee15da5,SUP-9d8ce07e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-9d8ce07e is 0.,Diversify suppliers to reduce reliance on single sources.,Active
RISK-3082be74,SUP-9d8ce07e,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-9d8ce07e is 0.,"Regularly review the financial health metrics of key suppliers to ensure liquidity, profitability, and compliance.",Active
RISK-2232f328,SUP-9d8ce07e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-9d8ce07e is 0.,Diversify suppliers to reduce dependence on any single provider.,Active
RISK-5a1f654c,SUP-0712a655,Country Risk,15.0,Country Risk for supplier SUP-0712a655 is 15.,Implement diversified sourcing across at least three alternative countries to reduce dependency on the high-risk country scoring 15.,Active
RISK-c6e19f49,SUP-0712a655,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-0712a655 is 0.,Develop a contingency plan.,Active
RISK-72e615aa,SUP-0712a655,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-0712a655 is 0.,Conduct quarterly financial health assessments to monitor cash flow stability.,Active
RISK-5af4849a,SUP-0712a655,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-0712a655 is 0.,Develop a contingency plan.,Active
RISK-2db86c08,SUP-83bbd815,Country Risk,0.0,Country Risk for supplier SUP-83bbd815 is 0.,Enhance local partnerships and implement robust compliance checks to mitigate country risks in suppliers scoring below 0.,Active
RISK-06b41f1f,SUP-83bbd815,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-83bbd815 is 0.,Develop a contingency plan.,Active
RISK-fd687ddd,SUP-83bbd815,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-83bbd815 is 10.,Conduct quarterly financial health assessments and maintain diversified supplier base to mitigate financial health risks.,Active
RISK-83322a04,SUP-83bbd815,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-83bbd815 is 0.,Diversify suppliers to reduce concentration risk.,Active
RISK-cab375ba,SUP-1510bacd,Country Risk,15.0,Country Risk for supplier SUP-1510bacd is 15.,"Conduct thorough due diligence on suppliers in countries with high risk scores, including audits and compliance reviews.",Active
RISK-dddac11b,SUP-1510bacd,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-1510bacd is 0.,Diversify suppliers to reduce reliance on a single source.,Active
RISK-dba72eeb,SUP-1510bacd,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-1510bacd is 0.,Enhance financial health monitoring by quarterly credit checks and regular cash flow analysis to proactively identify potential issues.,Active
RISK-7e5a47c6,SUP-1510bacd,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-1510bacd is 0.,Implement diversified procurement strategy to reduce reliance on any single supplier.,Active
RISK-028b586d,SUP-3971336d,Country Risk,0.0,Country Risk for supplier SUP-3971336d is 0.,Conduct regular geopolitical assessments to ensure supplier operations remain stable in regions with minimal country risk scores.,Active
RISK-55313e3b,SUP-3971336d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-3971336d is 0.,Develop a contingency plan.,Active
RISK-914c23d6,SUP-3971336d,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-3971336d is 25.,Conduct quarterly financial health assessments and establish clear payment terms to mitigate the risk posed by the financially weak supplier scoring 25.,Active
RISK-a2b1ca40,SUP-3971336d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-3971336d is 0.,Implement a diversified procurement strategy across multiple suppliers to reduce spend concentration risk.,Active
RISK-e8524a18,SUP-971f4c91,Country Risk,15.0,Country Risk for supplier SUP-971f4c91 is 15.,Conduct regular security audits and establish local partnerships to monitor and mitigate risks associated with the country's regulatory environment and political stability.,Active
RISK-26961f41,SUP-971f4c91,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-971f4c91 is 0.,Develop a contingency plan.,Active
RISK-845c1d72,SUP-971f4c91,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-971f4c91 is 25.,Conduct quarterly financial health assessments and diversify supplier base to mitigate the impact of potential financial risks.,Active
RISK-de2b3d5d,SUP-971f4c91,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-971f4c91 is 0.,Implement robust spend monitoring systems to detect anomalies in supplier transactions promptly.,Active
RISK-bb2344d9,SUP-2e2e2432,Country Risk,15.0,Country Risk for supplier SUP-2e2e2432 is 15.,"Conduct thorough due diligence on the supplier's operations in the high-risk country to ensure compliance with local laws and ethical standards, while also developing alternative supply chains.",Active
RISK-86c81f59,SUP-2e2e2432,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2e2e2432 is 0.,Develop a contingency plan.,Active
RISK-a5fe6e56,SUP-2e2e2432,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2e2e2432 is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains stable cash flow and avoids bankruptcy risks.,Active
RISK-fd93d210,SUP-2e2e2432,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2e2e2432 is 0.,Diversify suppliers to reduce concentration risk and regularly review supplier performance scores.,Active
RISK-97588fe6,SUP-ec36415e,Country Risk,0.0,Country Risk for supplier SUP-ec36415e is 0.,Increase local market analysis to identify potential economic disruptions before initiating new contracts.,Active
RISK-6c9069f6,SUP-ec36415e,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-ec36415e is 0.,Develop a contingency plan.,Active
RISK-70109534,SUP-ec36415e,Financial Health Risk,10.0,Financial Health Risk for supplier SUP-ec36415e is 10.,Conduct thorough financial health assessments annually and implement stringent payment terms to ensure supplier solvency.,Active
RISK-4efa4fb0,SUP-ec36415e,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-ec36415e is 0.,Diversify suppliers to reduce spend concentration risk.,Active
RISK-4b631691,SUP-4faa6a91,Country Risk,0.0,Country Risk for supplier SUP-4faa6a91 is 0.,Establish diversified sourcing from low-risk countries to reduce dependency on the high-risk country.,Active
RISK-89d3ac8c,SUP-4faa6a91,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-4faa6a91 is 0.,Diversify suppliers to reduce dependency on single sources.,Active
RISK-f13c3a26,SUP-4faa6a91,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-4faa6a91 is 0.,Conduct quarterly credit checks on suppliers to ensure they maintain strong financial health.,Active
RISK-f1fdeb6d,SUP-4faa6a91,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-4faa6a91 is 0.,Implement real-time spend analytics to monitor concentration risks and adjust procurement strategies accordingly.,Active
RISK-1e54879d,SUP-33f9da0d,Country Risk,15.0,Country Risk for supplier SUP-33f9da0d is 15.,Enhance due diligence on local regulations and political stability in the country to mitigate risks associated with supplier operations.,Active
RISK-55de8f47,SUP-33f9da0d,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-33f9da0d is 0.,Diversify the supplier base to reduce dependency on single sources.,Active
RISK-14b29ab2,SUP-33f9da0d,Financial Health Risk,25.0,Financial Health Risk for supplier SUP-33f9da0d is 25.,Conduct quarterly credit checks on the supplier to ensure strong financial health and consider diversifying suppliers to mitigate financial risks.,Active
RISK-c9db8377,SUP-33f9da0d,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-33f9da0d is 0.,Implement tiered approval processes and quarterly review mechanisms to monitor and control spend concentration risks.,Active
RISK-d227cdec,SUP-2b6c2740,Country Risk,15.0,Country Risk for supplier SUP-2b6c2740 is 15.,Conduct thorough due diligence on the local business environment and political stability before engaging with suppliers in regions scoring above 15 for country risk.,Active
RISK-2af432a0,SUP-2b6c2740,Single Sourcing Risk,0.0,Single Sourcing Risk for supplier SUP-2b6c2740 is 0.,"Diversify suppliers to reduce dependency on a single source, thereby minimizing the impact of potential disruptions.",Active
RISK-083ade5d,SUP-2b6c2740,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2b6c2740 is 0.,Conduct quarterly financial health assessments to ensure the supplier maintains strong liquidity and credit ratings.,Active
RISK-17782cca,SUP-2b6c2740,Spend Concentration Risk,0.0,Spend Concentration Risk for supplier SUP-2b6c2740 is 0.,Monitor supplier financial health regularly to prevent concentration risks.,Active
RISK-4b383f90,SUP-2e1de5fe,Country Risk,0.0,Country Risk for supplier SUP-2e1de5fe is 0.,Conduct regular compliance audits and implement local data protection laws in all country operations.,Active
RISK-d59e2d47,SUP-2e1de5fe,Single Sourcing Risk,10.0,Single Sourcing Risk for supplier SUP-2e1de5fe is 10.0.,Develop a contingency plan.,Active
RISK-a1ebd855,SUP-2e1de5fe,Financial Health Risk,0.0,Financial Health Risk for supplier SUP-2e1de5fe is 0.,Conduct quarterly financial health assessments and diversify supply chains to minimize exposure.,Active
